lakeid,year4,sampledate,taxon,species_code,density,avg_length,comments
"KE",1978,1978-07-11,"COPEPOD NAUPLII",10000,849000.000,0.160,
"KE",1978,1978-07-11,"CHYDORUS SPHAERICUS",51005,530000.000,0.210,
"KE",1978,1978-07-11,"DAPHNIA MENDOTAE",51103,26000.000,1.920,
"KE",1978,1978-07-11,"DAPHNIA MENDOTAE JUVENILE",51103,10000.000,0.740,
"KE",1978,1978-07-11,"DAPHNIA RETROCURVA",51107,7000.000,1.460,
"KE",1978,1978-07-11,"DAPHNIA RETROCURVA JUVENILE",51107,3000.000,0.680,
"KE",1978,1978-07-11,"DIAPHANOSOMA BIRGEI",51202,13000.000,1.270,
"KE",1978,1978-07-11,"DIAPHANOSOMA BIRGEI JUVENILE",51202,43000.000,0.680,
"KE",1978,1978-07-11,"LEPTODORA KINDTI",52301,113.000,,
"KE",1978,1978-07-11,"CONOCHILUS UNICORNIS",60902,26000.000,0.150,
"KE",1978,1978-07-11,"KERATELLA COCHLEARIS",61801,280000.000,0.160,
"KE",1978,1978-07-11,"KERATELLA QUADRATA",61806,4000.000,0.230,
"KE",1978,1978-07-11,"POLYARTHRA",63000,4000.000,0.130,
"KE",1978,1978-07-11,"POMPHYLOX SULCATA",63101,757000.000,0.100,
"KE",1978,1978-07-11,"SYNCHAETA",63400,9000.000,0.090,
"KE",1978,1978-07-11,"TRICHOCERCA PUSILLA",63614,22000.000,0.150,
"KE",1978,1978-09-11,"LEPTODIAPTOMUS SICILOIDES",30404,43000.000,,
"KE",1978,1978-09-11,"CALANOIDA COPEPODITES",30000,101000.000,,
"KE",1978,1978-09-11,"ACANTHOCYCLOPS VERNALIS",20101,79000.000,,
"KE",1978,1978-09-11,"TROPOCYCLOPS PRASINUS MEXICANUS",20901,36000.000,,
"KE",1978,1978-09-11,"CYCLOPOIDA COPEPODITES",20000,86000.000,,
"KE",1978,1978-09-11,"COPEPOD NAUPLII",10000,1173000.000,,
"KE",1978,1978-09-11,"CHYDORUS SPHAERICUS",51005,640000.000,,
"KE",1978,1978-09-11,"DAPHNIA RETROCURVA",51107,28000.000,1.330,
"KE",1978,1978-09-11,"DAPHNIA RETROCURVA JUVENILE",51107,88000.000,0.840,
"KE",1978,1978-09-11,"DIAPHANOSOMA BIRGEI",51202,23000.000,1.120,
"KE",1978,1978-09-11,"DIAPHANOSOMA BIRGEI JUVENILE",51202,18000.000,0.620,
"KE",1978,1978-09-11,"CONOCHILUS UNICORNIS",60902,7000.000,,
"KE",1978,1978-09-11,"FILINIA",61400,259000.000,,
"KE",1978,1978-09-11,"FILINIA TERMINALIS",61402,36000.000,,
"KE",1978,1978-09-11,"KERATELLA COCHLEARIS",61801,482000.000,,
"KE",1978,1978-09-11,"KERATELLA QUADRATA",61806,14000.000,,
"KE",1978,1978-09-11,"POLYARTHRA",63000,65000.000,,
"KE",1978,1978-09-11,"POMPHYLOX SULCATA",63101,29000.000,,
"KE",1978,1978-09-11,"TRICHOCERCA MULTICRINIS",63612,101000.000,,
"KE",1978,1978-09-11,"TRICHOCERCA PUSILLA",63614,65000.000,,
"KE",1978,1978-09-11,"TRICHOCERCA SIMILIS",63617,7000.000,,
"KE",1978,1978-10-18,"LEPTODIAPTOMUS SICILOIDES",30404,23000.000,1.280,
"KE",1978,1978-10-18,"CALANOIDA COPEPODITES",30000,36000.000,0.710,
"KE",1978,1978-10-18,"ACANTHOCYCLOPS VERNALIS",20101,7000.000,1.490,
"KE",1978,1978-10-18,"DIACYCLOPS THOMASI",20302,10000.000,1.260,
"KE",1978,1978-10-18,"COPEPOD NAUPLII",10000,111000.000,0.160,
"KE",1978,1978-10-18,"CHYDORUS SPHAERICUS",51005,88000.000,0.290,
"KE",1978,1978-10-18,"DAPHNIA MENDOTAE",51103,2000.000,1.830,
"KE",1978,1978-10-18,"DAPHNIA MENDOTAE JUVENILE",51103,5000.000,1.050,
"KE",1978,1978-10-18,"DAPHNIA RETROCURVA",51107,5000.000,1.300,
"KE",1978,1978-10-18,"DAPHNIA RETROCURVA JUVENILE",51107,10000.000,0.780,
"KE",1978,1978-10-18,"DIAPHANOSOMA BIRGEI JUVENILE",51202,2000.000,0.710,
"KE",1978,1978-10-18,"EUBOSMINA COREGONI",51501,20000.000,0.330,
"KE",1978,1978-10-18,"KERATELLA COCHLEARIS",61801,7000.000,0.140,
"KE",1978,1978-10-18,"POLYARTHRA",63000,10000.000,0.140,
"KE",1978,1978-10-18,"POMPHYLOX SULCATA",63101,3000.000,0.100,
"KE",1979,1979-03-16,"LEPTODIAPTOMUS SICILOIDES",30404,21000.000,,
"KE",1979,1979-03-16,"SKISTODIAPTOMUS OREGONENSIS",30801,3000.000,,
"KE",1979,1979-03-16,"CALANOIDA COPEPODITES",30000,3000.000,,
"KE",1979,1979-03-16,"DIACYCLOPS THOMASI",20302,45000.000,,
"KE",1979,1979-03-16,"COPEPOD NAUPLII",10000,804000.000,,
"KE",1979,1979-03-16,"CHYDORUS SPHAERICUS",51005,3000.000,,
"KE",1979,1979-03-16,"DAPHNIA MENDOTAE JUVENILE",51103,4000.000,0.870,
"KE",1979,1979-03-16,"ASPLANCHNA PRIODONTA",60303,3000.000,,
"KE",1979,1979-03-16,"KERATELLA COCHLEARIS",61801,11000.000,,
"KE",1979,1979-03-16,"NOTHOLCA ACUMINATA",62601,3000.000,,
"KE",1979,1979-04-26,"LEPTODIAPTOMUS SICILOIDES",30404,34000.000,1.290,
"KE",1979,1979-04-26,"DIACYCLOPS THOMASI",20302,54000.000,1.350,
"KE",1979,1979-04-26,"TROPOCYCLOPS PRASINUS MEXICANUS",20901,142000.000,0.890,
"KE",1979,1979-04-26,"COPEPOD NAUPLII",10000,766000.000,0.210,
"KE",1979,1979-04-26,"DAPHNIA MENDOTAE",51103,4000.000,1.330,
"KE",1979,1979-04-26,"ASPLANCHNA PRIODONTA",60303,61000.000,0.190,
"KE",1979,1979-04-26,"KERATELLA COCHLEARIS",61801,20000.000,0.150,
"KE",1979,1979-04-26,"KERATELLA QUADRATA",61806,68000.000,0.180,
"KE",1979,1979-04-26,"NOTHOLCA ACUMINATA",62601,47000.000,0.190,
"KE",1979,1979-04-26,"NOTHOLCA SQUAMULA",62608,14000.000,0.160,
"KE",1979,1979-04-26,"POLYARTHRA",63000,81000.000,0.150,
"KE",1979,1979-04-26,"POMPHYLOX SULCATA",63101,298000.000,0.110,
"KE",1979,1979-04-26,"SYNCHAETA",63400,786000.000,0.210,
"KE",1979,1979-06-13,"LEPTODIAPTOMUS SICILIS",30403,7000.000,,
"KE",1979,1979-06-13,"LEPTODIAPTOMUS SICILOIDES",30404,20000.000,,
"KE",1979,1979-06-13,"SKISTODIAPTOMUS OREGONENSIS",30801,7000.000,,
"KE",1979,1979-06-13,"CALANOIDA COPEPODITES",30000,7000.000,,
"KE",1979,1979-06-13,"ACANTHOCYCLOPS VERNALIS",20101,142000.000,,
"KE",1979,1979-06-13,"COPEPOD NAUPLII",10000,1521000.000,,
"KE",1979,1979-06-13,"BOSMINA LONGIROSTRIS",50701,223000.000,,
"KE",1979,1979-06-13,"CHYDORUS SPHAERICUS",51005,183000.000,,
"KE",1979,1979-06-13,"DAPHNIA MENDOTAE",51103,9000.000,1.400,
"KE",1979,1979-06-13,"DAPHNIA MENDOTAE JUVENILE",51103,38000.000,0.870,
"KE",1979,1979-06-13,"KERATELLA COCHLEARIS",61801,34000.000,,
"KE",1979,1979-06-13,"KERATELLA QUADRATA",61806,27000.000,,
"KE",1979,1979-06-13,"POLYARTHRA",63000,7000.000,,
"KE",1979,1979-06-13,"TRICHOCERCA MULTICRINIS",63612,7000.000,,
"KE",1979,1979-07-09,"LEPTODIAPTOMUS SICILOIDES",30404,21000.000,1.350,
"KE",1979,1979-07-09,"CALANOIDA COPEPODITES",30000,44000.000,0.760,
"KE",1979,1979-07-09,"ACANTHOCYCLOPS VERNALIS",20101,115000.000,1.450,
"KE",1979,1979-07-09,"MESOCYCLOPS EDAX",20601,7000.000,2.050,
"KE",1979,1979-07-09,"TROPOCYCLOPS PRASINUS MEXICANUS",20901,14000.000,0.740,
"KE",1979,1979-07-09,"COPEPOD NAUPLII",10000,498000.000,0.170,
"KE",1979,1979-07-09,"BOSMINA LONGIROSTRIS",50701,28000.000,0.250,
"KE",1979,1979-07-09,"CHYDORUS SPHAERICUS",51005,405000.000,0.280,
"KE",1979,1979-07-09,"DAPHNIA MENDOTAE",51103,28000.000,1.770,
"KE",1979,1979-07-09,"DAPHNIA MENDOTAE JUVENILE",51103,28000.000,0.840,
"KE",1979,1979-07-09,"DAPHNIA PULICARIA",51130,4000.000,1.610,
"KE",1979,1979-07-09,"DAPHNIA PULICARIA JUVENILE",51130,18000.000,0.990,
"KE",1979,1979-07-09,"DIAPHANOSOMA BIRGEI",51202,39000.000,1.150,
"KE",1979,1979-07-09,"DIAPHANOSOMA BIRGEI JUVENILE",51202,46000.000,0.740,
"KE",1979,1979-07-09,"EUBOSMINA COREGONI",51501,171000.000,0.450,
"KE",1979,1979-07-09,"LEPTODORA KINDTI",52301,113.000,,
"KE",1979,1979-07-09,"FILINIA",61400,28000.000,,
"KE",1979,1979-07-09,"KERATELLA COCHLEARIS",61801,171000.000,0.130,
"KE",1979,1979-07-09,"POLYARTHRA",63000,7000.000,0.100,
"KE",1979,1979-07-09,"POMPHYLOX SULCATA",63101,1650000.000,0.100,
"KE",1979,1979-07-09,"TRICHOCERCA MULTICRINIS",63612,71000.000,0.270,
"KE",1979,1979-08-16,"LEPTODIAPTOMUS SICILOIDES",30404,13000.000,,
"KE",1979,1979-08-16,"SKISTODIAPTOMUS OREGONENSIS",30801,6000.000,,
"KE",1979,1979-08-16,"CALANOIDA COPEPODITES",30000,19000.000,,
"KE",1979,1979-08-16,"ACANTHOCYCLOPS VERNALIS",20101,38000.000,,
"KE",1979,1979-08-16,"MESOCYCLOPS EDAX",20601,6000.000,,
"KE",1979,1979-08-16,"COPEPOD NAUPLII",10000,64000.000,,
"KE",1979,1979-08-16,"CHYDORUS SPHAERICUS",51005,58000.000,,
"KE",1979,1979-08-16,"DAPHNIA MENDOTAE JUVENILE",51103,11000.000,0.870,
"KE",1979,1979-08-16,"DAPHNIA RETROCURVA JUVENILE",51107,4000.000,0.680,
"KE",1979,1979-08-16,"DIAPHANOSOMA BIRGEI JUVENILE",51202,8000.000,0.710,
"KE",1979,1979-08-16,"LEPTODORA KINDTI",52301,396.000,,
"KE",1979,1979-08-16,"CONOCHILUS UNICORNIS",60902,6000.000,,
"KE",1979,1979-08-16,"FILINIA",61400,19000.000,,
"KE",1979,1979-08-16,"FILINIA TERMINALIS",61402,6000.000,,
"KE",1979,1979-08-16,"KERATELLA COCHLEARIS",61801,115000.000,,
"KE",1979,1979-08-16,"POMPHYLOX SULCATA",63101,19000.000,,
"KE",1979,1979-08-16,"TRICHOCERCA MULTICRINIS",63612,6000.000,,
"KE",1979,1979-08-16,"TRICHOCERCA PUSILLA",63614,38000.000,,
"KE",1979,1979-08-16,"TRICHOCERCA SIMILIS",63617,19000.000,,
"KE",1980,1980-01-31,"LEPTODIAPTOMUS SICILOIDES",30404,2000.000,1.050,
"KE",1980,1980-01-31,"CALANOIDA COPEPODITES",30000,16000.000,,
"KE",1980,1980-01-31,"DIACYCLOPS THOMASI",20302,142000.000,1.200,
"KE",1980,1980-01-31,"CYCLOPOIDA COPEPODITES",20000,62000.000,0.540,
"KE",1980,1980-01-31,"COPEPOD NAUPLII",10000,491000.000,0.240,
"KE",1980,1980-01-31,"BOSMINA LONGIROSTRIS",50701,4000.000,1.300,
"KE",1980,1980-01-31,"CHYDORUS SPHAERICUS",51005,18000.000,0.320,
"KE",1980,1980-01-31,"DAPHNIA MENDOTAE",51103,43000.000,1.330,
"KE",1980,1980-01-31,"DAPHNIA MENDOTAE JUVENILE",51103,32000.000,0.990,
"KE",1980,1980-01-31,"EUBOSMINA COREGONI",51501,5000.000,0.450,
"KE",1980,1980-01-31,"CONOCHILOIDES NATANS",60802,142000.000,0.280,
"KE",1980,1980-01-31,"FILINIA",61400,4000.000,0.110,
"KE",1980,1980-01-31,"KERATELLA COCHLEARIS",61801,295000.000,0.120,
"KE",1980,1980-01-31,"KERATELLA QUADRATA",61806,21000.000,0.120,
"KE",1980,1980-01-31,"NOTHOLCA",62600,9000.000,0.160,
"KE",1980,1980-01-31,"POLYARTHRA",63000,21000.000,0.200,
"KE",1980,1980-01-31,"SYNCHAETA",63400,28000.000,0.380,
"KE",1980,1980-04-13,"LEPTODIAPTOMUS SICILOIDES",30404,14000.000,1.050,
"KE",1980,1980-04-13,"DIACYCLOPS THOMASI",20302,161000.000,0.920,
"KE",1980,1980-04-13,"CYCLOPOIDA COPEPODITES",20000,497000.000,0.560,
"KE",1980,1980-04-13,"COPEPOD NAUPLII",10000,147000.000,0.230,
"KE",1980,1980-04-13,"CHYDORUS SPHAERICUS",51005,82000.000,0.300,
"KE",1980,1980-04-13,"DAPHNIA MENDOTAE JUVENILE",51103,22000.000,1.050,
"KE",1980,1980-04-13,"BRACHIONUS",60400,72000.000,0.350,
"KE",1980,1980-04-13,"CONOCHILOIDES NATANS",60802,8000.000,,
"KE",1980,1980-04-13,"KERATELLA COCHLEARIS",61801,168000.000,0.120,
"KE",1980,1980-04-13,"KERATELLA QUADRATA",61806,32000.000,0.120,
"KE",1980,1980-04-13,"NOTHOLCA",62600,22000.000,0.370,
"KE",1980,1980-04-13,"POLYARTHRA",63000,11000.000,0.140,
"KE",1980,1980-06-30,"LEPTODIAPTOMUS SICILOIDES",30404,107000.000,1.180,
"KE",1980,1980-06-30,"SKISTODIAPTOMUS OREGONENSIS",30801,10000.000,1.050,
"KE",1980,1980-06-30,"CALANOIDA COPEPODITES",30000,39000.000,0.710,
"KE",1980,1980-06-30,"ACANTHOCYCLOPS VERNALIS",20101,36000.000,0.870,
"KE",1980,1980-06-30,"MESOCYCLOPS EDAX",20601,42000.000,1.110,
"KE",1980,1980-06-30,"CYCLOPOIDA COPEPODITES",20000,45000.000,0.460,
"KE",1980,1980-06-30,"COPEPOD NAUPLII",10000,468000.000,0.210,
"KE",1980,1980-06-30,"CHYDORUS SPHAERICUS",51005,425000.000,0.440,
"KE",1980,1980-06-30,"DAPHNIA MENDOTAE",51103,14000.000,1.870,
"KE",1980,1980-06-30,"DAPHNIA MENDOTAE JUVENILE",51103,7000.000,0.940,
"KE",1980,1980-06-30,"DAPHNIA PULICARIA",51130,4000.000,1.920,
"KE",1980,1980-06-30,"DAPHNIA PULICARIA JUVENILE",51130,4000.000,0.960,
"KE",1980,1980-06-30,"DIAPHANOSOMA BIRGEI JUVENILE",51202,4000.000,0.780,
"KE",1980,1980-06-30,"EUBOSMINA COREGONI",51501,42000.000,,
"KE",1980,1980-06-30,"LEPTODORA KINDTI",52301,339.000,,
"KE",1980,1980-06-30,"CONOCHILUS UNICORNIS",60902,156000.000,0.160,
"KE",1980,1980-06-30,"KERATELLA COCHLEARIS",61801,153000.000,0.110,
"KE",1980,1980-06-30,"KERATELLA QUADRATA",61806,185000.000,0.110,
"KE",1980,1980-06-30,"POLYARTHRA",63000,5000.000,,
"KE",1980,1980-07-14,"AGLAODIAPTOMUS CLAVIPES",30901,3000.000,1.850,
"KE",1980,1980-07-14,"LEPTODIAPTOMUS SICILOIDES",30404,9000.000,1.120,
"KE",1980,1980-07-14,"CALANOIDA COPEPODITES",30000,11000.000,0.650,
"KE",1980,1980-07-14,"ACANTHOCYCLOPS VERNALIS",20101,14000.000,1.050,
"KE",1980,1980-07-14,"MESOCYCLOPS EDAX",20601,30000.000,1.120,
"KE",1980,1980-07-14,"CYCLOPOIDA COPEPODITES",20000,14000.000,0.420,
"KE",1980,1980-07-14,"COPEPOD NAUPLII",10000,306000.000,0.180,
"KE",1980,1980-07-14,"CHYDORUS SPHAERICUS",51005,162000.000,0.280,
"KE",1980,1980-07-14,"DIAPHANOSOMA BIRGEI JUVENILE",51202,3000.000,0.800,
"KE",1980,1980-07-14,"EUBOSMINA COREGONI",51501,9000.000,0.430,
"KE",1980,1980-07-14,"LEPTODORA KINDTI",52301,283.000,,
"KE",1981,1981-11-03,"BOSMINA LONGIROSTRIS",50701,129000.000,,
"KE",1981,1981-11-03,"CHYDORUS SPHAERICUS",51005,243000.000,,
"KE",1981,1981-11-03,"DAPHNIA MENDOTAE JUVENILE",51103,4000.000,1.150,
"KE",1981,1981-11-03,"DIAPHANOSOMA BIRGEI JUVENILE",51202,4000.000,0.690,
"KE",1981,1981-11-03,"KERATELLA COCHLEARIS",61801,701000.000,,
"KE",1981,1981-11-03,"KERATELLA QUADRATA",61806,29000.000,,
"KE",1981,1981-11-03,"POMPHYLOX SULCATA",63101,7000.000,,
"KE",1982,1982-01-27,"DIACYCLOPS THOMASI",20302,114000.000,1.020,
"KE",1982,1982-01-27,"CYCLOPOIDA COPEPODITES",20000,186000.000,0.540,
"KE",1982,1982-01-27,"COPEPOD NAUPLII",10000,616000.000,0.130,
"KE",1982,1982-01-27,"DAPHNIA MENDOTAE JUVENILE",51103,13000.000,0.810,
"KE",1982,1982-01-27,"EUBOSMINA COREGONI",51501,4000.000,0.550,
"KE",1982,1982-01-27,"CONOCHILOIDES NATANS",60802,17000.000,0.170,
"KE",1982,1982-01-27,"KELLICOTTIA LONGISPINA",61702,4000.000,0.140,
"KE",1982,1982-01-27,"KERATELLA COCHLEARIS",61801,211000.000,0.100,
"KE",1982,1982-01-27,"KERATELLA QUADRATA",61806,506000.000,0.170,
"KE",1982,1982-04-21,"LEPTODIAPTOMUS SICILOIDES",30404,27000.000,1.140,
"KE",1982,1982-04-21,"DIACYCLOPS THOMASI",20302,38000.000,1.080,
"KE",1982,1982-04-21,"CYCLOPOIDA COPEPODITES",20000,77000.000,0.560,
"KE",1982,1982-04-21,"COPEPOD NAUPLII",10000,453000.000,0.160,
"KE",1982,1982-04-21,"CHYDORUS SPHAERICUS",51005,35000.000,0.340,
"KE",1982,1982-04-21,"DAPHNIA MENDOTAE",51103,4000.000,1.580,
"KE",1982,1982-04-21,"DAPHNIA MENDOTAE JUVENILE",51103,11000.000,0.870,
"KE",1982,1982-04-21,"CONOCHILOIDES NATANS",60802,8000.000,0.110,
"KE",1982,1982-04-21,"KELLICOTTIA LONGISPINA",61702,4000.000,0.120,
"KE",1982,1982-04-21,"KERATELLA COCHLEARIS",61801,27000.000,0.100,
"KE",1982,1982-04-21,"KERATELLA QUADRATA",61806,607000.000,0.160,
"KE",1982,1982-04-21,"NOTHOLCA ACUMINATA",62601,35000.000,0.150,
"KE",1982,1982-04-21,"POLYARTHRA VULGARIS",63005,31000.000,0.120,
"KE",1982,1982-04-21,"SYNCHAETA",63400,100000.000,0.230,
"KE",1982,1982-05-04,"LEPTODIAPTOMUS SICILOIDES",30404,5000.000,1.150,
"KE",1982,1982-05-04,"CALANOIDA COPEPODITES",30000,37000.000,0.510,
"KE",1982,1982-05-04,"DIACYCLOPS THOMASI",20302,69000.000,0.920,
"KE",1982,1982-05-04,"CYCLOPOIDA COPEPODITES",20000,334000.000,0.610,
"KE",1982,1982-05-04,"COPEPOD NAUPLII",10000,1707000.000,0.180,
"KE",1982,1982-05-04,"CHYDORUS SPHAERICUS",51005,206000.000,0.310,
"KE",1982,1982-05-04,"DAPHNIA MENDOTAE JUVENILE",51103,13000.000,0.590,
"KE",1982,1982-05-04,"DAPHNIA PULICARIA",51130,4000.000,1.400,
"KE",1982,1982-05-04,"ASCOMORPHA ECAUDIS",60201,2526000.000,0.110,
"KE",1982,1982-05-04,"BRACHIONUS CALYCIFLORUS",60406,18000.000,0.340,
"KE",1982,1982-05-04,"CONOCHILOIDES NATANS",60802,215000.000,0.170,
"KE",1982,1982-05-04,"KELLICOTTIA LONGISPINA",61702,9000.000,0.130,
"KE",1982,1982-05-04,"KERATELLA COCHLEARIS",61801,59000.000,0.100,
"KE",1982,1982-05-04,"KERATELLA QUADRATA",61806,1689000.000,0.150,
"KE",1982,1982-05-04,"NOTHOLCA ACUMINATA",62601,18000.000,0.170,
"KE",1982,1982-05-04,"NOTHOLCA",62600,5000.000,0.110,
"KE",1982,1982-05-04,"POLYARTHRA DOLICHOPTERA",63001,1341000.000,0.130,
"KE",1982,1982-05-04,"SYNCHAETA",63400,3135000.000,0.230,
"KE",1982,1982-05-18,"LEPTODIAPTOMUS SICILOIDES",30404,104000.000,1.190,
"KE",1982,1982-05-18,"CALANOIDA COPEPODITES",30000,634000.000,0.680,
"KE",1982,1982-05-18,"ACANTHOCYCLOPS VERNALIS",20101,10000.000,1.370,
"KE",1982,1982-05-18,"DIACYCLOPS THOMASI",20302,10000.000,1.270,
"KE",1982,1982-05-18,"EUCYCLOPS",20400,3000.000,0.750,
"KE",1982,1982-05-18,"MESOCYCLOPS EDAX",20601,3000.000,0.990,
"KE",1982,1982-05-18,"CYCLOPOIDA COPEPODITES",20000,1029000.000,0.440,
"KE",1982,1982-05-18,"COPEPOD NAUPLII",10000,2578000.000,0.130,
"KE",1982,1982-05-18,"CHYDORUS SPHAERICUS",51005,1985000.000,0.270,
"KE",1982,1982-05-18,"DAPHNIA MENDOTAE",51103,101000.000,1.550,
"KE",1982,1982-05-18,"DAPHNIA MENDOTAE JUVENILE",51103,917000.000,0.810,
"KE",1982,1982-05-18,"DAPHNIA PULICARIA",51130,30000.000,1.670,
"KE",1982,1982-05-18,"DAPHNIA PULICARIA JUVENILE",51130,185000.000,0.710,
"KE",1982,1982-05-18,"BRACHIONUS ANGULARIS",60401,10000.000,0.140,
"KE",1982,1982-05-18,"CONOCHILUS UNICORNIS",60902,127000.000,0.120,
"KE",1982,1982-05-18,"KELLICOTTIA LONGISPINA",61702,77000.000,0.120,
"KE",1982,1982-05-18,"KERATELLA COCHLEARIS",61801,560000.000,0.100,
"KE",1982,1982-05-18,"KERATELLA QUADRATA",61806,1193000.000,0.160,
"KE",1982,1982-05-18,"POLYARTHRA DOLICHOPTERA",63001,44000.000,0.120,
"KE",1982,1982-05-18,"SYNCHAETA",63400,3000.000,0.210,
"KE",1982,1982-06-01,"LEPTODIAPTOMUS SICILOIDES",30404,215000.000,1.100,
"KE",1982,1982-06-01,"CALANOIDA COPEPODITES",30000,200000.000,0.860,
"KE",1982,1982-06-01,"ACANTHOCYCLOPS VERNALIS",20101,19000.000,1.110,
"KE",1982,1982-06-01,"MESOCYCLOPS EDAX",20601,4000.000,1.400,
"KE",1982,1982-06-01,"CYCLOPOIDA COPEPODITES",20000,250000.000,0.700,
"KE",1982,1982-06-01,"COPEPOD NAUPLII",10000,1422000.000,0.130,
"KE",1982,1982-06-01,"BOSMINA LONGIROSTRIS",50701,23000.000,0.330,
"KE",1982,1982-06-01,"CHYDORUS SPHAERICUS",51005,184000.000,0.280,
"KE",1982,1982-06-01,"DAPHNIA MENDOTAE",51103,34000.000,1.520,
"KE",1982,1982-06-01,"DAPHNIA MENDOTAE JUVENILE",51103,134000.000,0.960,
"KE",1982,1982-06-01,"DAPHNIA PULICARIA",51130,7000.000,1.490,
"KE",1982,1982-06-01,"DAPHNIA PULICARIA JUVENILE",51130,63000.000,0.960,
"KE",1982,1982-06-01,"ASPLANCHNA",60300,42000.000,0.420,
"KE",1982,1982-06-01,"KELLICOTTIA LONGISPINA",61702,4000.000,0.120,
"KE",1982,1982-06-01,"KERATELLA COCHLEARIS",61801,8000.000,0.100,
"KE",1982,1982-06-01,"KERATELLA QUADRATA",61806,138000.000,0.160,
"KE",1982,1982-06-01,"POMPHYLOX SULCATA",63101,8000.000,0.100,
"KE",1982,1982-06-16,"LEPTODIAPTOMUS SICILOIDES",30404,360000.000,1.080,
"KE",1982,1982-06-16,"CALANOIDA COPEPODITES",30000,459000.000,0.620,
"KE",1982,1982-06-16,"ACANTHOCYCLOPS VERNALIS",20101,82000.000,0.810,
"KE",1982,1982-06-16,"MESOCYCLOPS EDAX",20601,3000.000,0.900,
"KE",1982,1982-06-16,"CYCLOPOIDA COPEPODITES",20000,275000.000,0.530,
"KE",1982,1982-06-16,"COPEPOD NAUPLII",10000,2527000.000,0.130,
"KE",1982,1982-06-16,"ALONA",50300,3000.000,0.600,
"KE",1982,1982-06-16,"CHYDORUS SPHAERICUS",51005,1255000.000,0.300,
"KE",1982,1982-06-16,"DAPHNIA MENDOTAE",51103,16000.000,1.670,
"KE",1982,1982-06-16,"DAPHNIA MENDOTAE JUVENILE",51103,85000.000,0.870,
"KE",1982,1982-06-16,"DAPHNIA PULICARIA",51130,16000.000,1.520,
"KE",1982,1982-06-16,"DAPHNIA PULICARIA JUVENILE",51130,88000.000,0.870,
"KE",1982,1982-06-16,"DIAPHANOSOMA BIRGEI JUVENILE",51202,3000.000,0.680,
"KE",1982,1982-06-16,"EUBOSMINA COREGONI",51501,29000.000,0.420,
"KE",1982,1982-06-16,"LEPTODORA KINDTI",52301,43.000,,
"KE",1982,1982-06-16,"ASCOMORPHA OVALIS",60202,13000.000,0.100,
"KE",1982,1982-06-16,"ASPLANCHNA",60300,23000.000,0.410,
"KE",1982,1982-06-16,"CONOCHILOIDES NATANS",60802,3000.000,0.160,
"KE",1982,1982-06-16,"CONOCHILUS UNICORNIS",60902,23000.000,0.120,
"KE",1982,1982-06-16,"KERATELLA COCHLEARIS",61801,436000.000,0.100,
"KE",1982,1982-06-16,"KERATELLA QUADRATA",61806,632000.000,0.150,
"KE",1982,1982-06-16,"POLYARTHRA VULGARIS",63005,29000.000,0.110,
"KE",1982,1982-06-16,"POMPHYLOX SULCATA",63101,203000.000,0.110,
"KE",1982,1982-06-16,"SYNCHAETA",63400,10000.000,0.170,
"KE",1982,1982-06-16,"TRICHOCERCA SIMILIS",63617,10000.000,0.180,
"KE",1982,1982-06-30,"LEPTODIAPTOMUS SICILOIDES",30404,100000.000,1.070,
"KE",1982,1982-06-30,"CALANOIDA COPEPODITES",30000,28000.000,0.610,
"KE",1982,1982-06-30,"ACANTHOCYCLOPS VERNALIS",20101,96000.000,0.930,
"KE",1982,1982-06-30,"CYCLOPOIDA COPEPODITES",20000,32000.000,0.460,
"KE",1982,1982-06-30,"COPEPOD NAUPLII",10000,659000.000,0.140,
"KE",1982,1982-06-30,"CHYDORUS SPHAERICUS",51005,335000.000,0.290,
"KE",1982,1982-06-30,"DAPHNIA PULICARIA",51130,12000.000,1.830,
"KE",1982,1982-06-30,"DAPHNIA PULICARIA JUVENILE",51130,8000.000,0.780,
"KE",1982,1982-06-30,"DIAPHANOSOMA BIRGEI",51202,4000.000,1.240,
"KE",1982,1982-06-30,"EUBOSMINA COREGONI",51501,44000.000,0.390,
"KE",1982,1982-06-30,"LEPTODORA KINDTI",52301,256.000,,
"KE",1982,1982-06-30,"ASCOMORPHA OVALIS",60202,36000.000,0.110,
"KE",1982,1982-06-30,"CONOCHILUS UNICORNIS",60902,168000.000,0.130,
"KE",1982,1982-06-30,"KELLICOTTIA LONGISPINA",61702,12000.000,0.110,
"KE",1982,1982-06-30,"KERATELLA COCHLEARIS",61801,1134000.000,0.100,
"KE",1982,1982-06-30,"KERATELLA QUADRATA",61806,275000.000,0.140,
"KE",1982,1982-06-30,"POLYARTHRA VULGARIS",63005,8000.000,0.110,
"KE",1982,1982-06-30,"POMPHYLOX SULCATA",63101,2695000.000,0.100,
"KE",1982,1982-06-30,"TRICHOCERCA MULTICRINIS",63612,8000.000,0.160,
"KE",1982,1982-06-30,"TRICHOCERCA SIMILIS",63617,12000.000,0.130,
"KE",1982,1982-07-13,"LEPTODIAPTOMUS SICILOIDES",30404,38000.000,1.050,
"KE",1982,1982-07-13,"CALANOIDA COPEPODITES",30000,76000.000,0.580,
"KE",1982,1982-07-13,"ACANTHOCYCLOPS VERNALIS",20101,95000.000,0.900,
"KE",1982,1982-07-13,"MESOCYCLOPS EDAX",20601,5000.000,1.400,
